# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "exon" "-g" "gene_id" "-a" "/data/yuyuan/rna_my/lettuce_v11/Lsat_Salinas_v11.genome.gtf" "-o" "4_quantification/gene_counts.txt" "3_bam/Bud_rep1.sorted.bam" "3_bam/Bud_rep2.sorted.bam" "3_bam/Bud_rep3.sorted.bam" "3_bam/cot_rep1.sorted.bam" "3_bam/cot_rep2.sorted.bam" "3_bam/cot_rep3.sorted.bam" "3_bam/F1_rep1.sorted.bam" "3_bam/F2_rep1.sorted.bam" "3_bam/L_rep1.sorted.bam" "3_bam/L_rep2.sorted.bam" "3_bam/L_rep3.sorted.bam" "3_bam/n_rep1.sorted.bam" "3_bam/n_rep2.sorted.bam" "3_bam/n_rep3.sorted.bam" "3_bam/O_rep1.sorted.bam" "3_bam/O_rep2.sorted.bam" "3_bam/O_rep3.sorted.bam" "3_bam/R_rep1.sorted.bam" "3_bam/R_rep2.sorted.bam" "3_bam/R_rep3.sorted.bam" "3_bam/S_rep1.sorted.bam" "3_bam/S_rep2.sorted.bam" "3_bam/S_rep3.sorted.bam" "3_bam/stem_rep1.sorted.bam" "3_bam/stem_rep2.sorted.bam" "3_bam/stem_rep3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	3_bam/Bud_rep1.sorted.bam	3_bam/Bud_rep2.sorted.bam	3_bam/Bud_rep3.sorted.bam	3_bam/cot_rep1.sorted.bam	3_bam/cot_rep2.sorted.bam	3_bam/cot_rep3.sorted.bam	3_bam/F1_rep1.sorted.bam	3_bam/F2_rep1.sorted.bam	3_bam/L_rep1.sorted.bam	3_bam/L_rep2.sorted.bam	3_bam/L_rep3.sorted.bam	3_bam/n_rep1.sorted.bam	3_bam/n_rep2.sorted.bam	3_bam/n_rep3.sorted.bam	3_bam/O_rep1.sorted.bam	3_bam/O_rep2.sorted.bam	3_bam/O_rep3.sorted.bam	3_bam/R_rep1.sorted.bam	3_bam/R_rep2.sorted.bam	3_bam/R_rep3.sorted.bam	3_bam/S_rep1.sorted.bam	3_bam/S_rep2.sorted.bam	3_bam/S_rep3.sorted.bam	3_bam/stem_rep1.sorted.bam	3_bam/stem_rep2.sorted.bam	3_bam/stem_rep3.sorted.bam
LOC111880805	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	34700264;34700934;34701390;34701746;34702003;34702426;34702863;34703076;34703317;34704062;34705135	34700828;34701066;34701461;34701889;34702074;34702485;34702933;34703222;34703655;34704453;34705661	+;+;+;+;+;+;+;+;+;+;+	2522	649	532	530	45	84	137	52	55	783	130	306	186	176	107	128	147	193	357	414	342	171	151	151	104	48	89
TRNAE-CUC_16	Lsat_v11_chr7	34706476	34706548	+	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880731	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	34706577;34706834;34707035;34707419;34707699	34706725;34706941;34707077;34707614;34708096	+;+;+;+;+	894	9471	8090	8187	2654	3210	1728	7158	4450	10327	5972	4840	1624	2237	1040	1984	3610	3885	9805	10844	6193	5729	6016	5054	3228	3037	3724
LOC111880721	Lsat_v11_chr7;Lsat_v11_chr7	34720305;34720736	34720640;34721066	+;+	667	14	12	13	46	22	19	6	4	2	4	15	35	17	26	56	43	39	42	38	9	26	23	25	76	32	78
LOC111880838	Lsat_v11_chr7	34723820	34725292	-	1473	116	142	177	7	10	10	21	36	174	12	70	9	29	47	23	0	0	1144	1166	1677	811	1083	906	2215	1530	2239
LOC111880632	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	34730748;34731559;34731996;34732297;34732631;34733026;34733390;34733602;34734037;34734433;34734674;34734828;34735027	34731470;34731912;34732195;34732540;34732843;34733151;34733527;34733947;34734309;34734577;34734725;34734901;34735207	-;-;-;-;-;-;-;-;-;-;-;-;-	3069	767	1005	1117	115	180	406	776	1322	472	183	307	316	428	329	289	105	113	612	931	1614	698	1208	1177	15800	32714	12949
LOC122195222	Lsat_v11_chr7;Lsat_v11_chr7	34731808;34732079	34731949;34732302	+;+	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880820	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	34746424;34747086;34747383;34747625;34747964;34748187;34748372;34748740;34748911;34749302;34749528	34746612;34747182;34747444;34747681;34748023;34748243;34748414;34748817;34749229;34749458;34749894	+;+;+;+;+;+;+;+;+;+;+	1486	648	633	703	171	194	132	321	128	364	323	298	363	350	305	452	415	425	348	215	237	420	376	382	283	444	458
LOC111880857	Lsat_v11_chr7	34854799	34854905	-	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC122195093	Lsat_v11_chr7;Lsat_v11_chr7	34873324;34874415	34874293;34874548	+;+	1104	116	60	72	147	216	61	13	23	11	0	4	4	10	2	38	10	0	39	19	16	12	26	2	14	10	2
LOC111880854	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	34965721;34965721;34967684;34967684;34967964;34967964	34966673;34966673;34967833;34967830;34968308;34968307	-;-;-;-;-;-	1448	12	2	4	33	4	20	0	21	20	44	10	2	14	6	43	2	2	1260	774	1248	55	163	53	20	11	8
LOC128127132	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	35062076;35063317;35063576;35063743	35062432;35063489;35063631;35064137	-;-;-;-	981	16	54	32	189	253	107	24	27	75	103	65	289	185	254	318	220	127	8	0	2	8	17	13	32	28	32
LOC111880830	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	35102082;35102101;35102674;35102674	35102595;35102571;35102876;35102876	+;+;+;+	717	42	46	25	122	96	73	17	15	126	0	119	27	42	48	2	0	0	34	26	22	2	2	0	0	0	14
LOC128127493	Lsat_v11_chr7	35169859	35169965	-	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880861	Lsat_v11_chr7	35180604	35180710	-	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC122195014	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	35416885;35417178;35417380;35417603;35417603;35418425;35418425	35417149;35417499;35417499;35417734;35417734;35418635;35418635	-;-;-;-;-;-;-	930	84	96	46	12	22	0	11	2	3	2	6	4	18	6	4	2	2	8	8	16	8	20	9	18	22	26
LOC111880678	Lsat_v11_chr7;Lsat_v11_chr7	35467050;35469952	35469465;35470269	+;+	2734	2547	3460	2436	3535	7135	5917	1944	2420	3866	5919	3562	1054	1433	988	1525	2737	3902	4667	3295	6316	4571	4235	4905	2968	3322	3059
LOC111880788	Lsat_v11_chr7	35512805	35513632	+	828	243	100	144	12	32	11	0	0	23	0	0	0	0	4	8	0	0	9	11	14	31	21	21	35	17	0
LOC111880674	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	35556663;35556663;35557837;35557837;35558463;35558463	35557741;35557741;35558235;35558239;35558598;35558617	-;-;-;-;-;-	1637	144	69	76	3771	8121	4797	27	77	1049	7165	2319	211	565	137	844	2871	3604	565	362	1254	717	552	392	118	199	112
LOC111880626	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	35653936;35653936;35655112;35655112;35656115	35654356;35654356;35656218;35655851;35656382	+;+;+;+;+	1692	1798	1619	1494	2900	5859	5885	1735	1495	4402	3403	3560	469	554	358	519	733	1004	7577	5062	9841	5160	4699	9721	1883	1783	1933
TRNAI-AAU_16	Lsat_v11_chr7	35682769	35682842	-	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880668	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	35687189;35687442;35687813;35688098;35688242	35687323;35687666;35688010;35688159;35688443	+;+;+;+;+	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC128127216	Lsat_v11_chr7	35721578	35722711	-	1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880822	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	35744172;35744667;35745247	35744420;35745156;35746385	-;-;-	1878	1005	839	1113	11	38	74	178	223	267	11	52	118	104	150	131	31	2	2877	3604	1719	1762	1584	1577	1065	995	794
LOC122194997	Lsat_v11_chr7;Lsat_v11_chr7	35902259;35902834	35902747;35903212	+;+	868	2	2	4	4	7	8	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC111880664	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	36132434;36132434;36132434;36132434;36132434;36132434;36132434;36132434;36132434;36132434;36132434;36132434;36133540;36133540;36133540;36133540;36133540;36133540;36133540;36133540;36133540;36133540;36133540;36133540;36133840;36133840;36133840;36133840;36133840;36133840;36133840;36133840;36133840;36133840;36133840;36133840;36134111;36134111;36134111;36134111;36134111;36134111;36134111;36134111;36134111;36134111;36134111;36134111;36134289;36134289;36134289;36134289;36134289;36134289;36134289;36134289;36134289;36134289;36134289;36134289;36134528;36134640;36135230;36135230;36135382;36135382;36135382;36135409	36132718;36132728;36132728;36132728;36132728;36132728;36132728;36132728;36132728;36132728;36132728;36132718;36133667;36133667;36133667;36133667;36133667;36133667;36133667;36133667;36133667;36133760;36133766;36133766;36133913;36133913;36133913;36133913;36133913;36133913;36133913;36133913;36133913;36133913;36133913;36133913;36134210;36134210;36134210;36134210;36134210;36134210;36134210;36134210;36134210;36134210;36134210;36134210;36135899;36135899;36134811;36134811;36134554;36134811;36134445;36134811;36135904;36135292;36135905;36135905;36135901;36135900;36135900;36135292;36135899;36135901;36135903;36135899	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880663	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	36136326;36136326;36136618;36136860;36136860;36136901;36137101;36137101;36137101;36137408;36137408;36137408;36137690;36137690;36137690;36137932;36137932;36137932;36138159;36138159;36138159;36138471;36138471;36138471;36139051;36139051;36139051;36139194;36139194;36139194;36139356;36139356;36139356;36139504;36139504;36139504;36139695;36139695;36139695;36139849;36139849;36139849;36139991;36139991;36139991;36140160;36140160;36140160;36140380;36140380;36140380;36140531;36140531;36140531;36140692;36140692;36140692;36140870;36140870;36140870;36141040;36141040;36141040;36141236;36141236;36141236;36141427;36141427;36141435;36141955;36141955	36136785;36136785;36136785;36137010;36137010;36137010;36137338;36137338;36137338;36137618;36137618;36137618;36137808;36137808;36137808;36138078;36138078;36138078;36138354;36138354;36138354;36138862;36138862;36138862;36139094;36139094;36139094;36139241;36139241;36139241;36139418;36139418;36139418;36139569;36139569;36139569;36139763;36139763;36139763;36139920;36139920;36139920;36140062;36140062;36140062;36140231;36140231;36140231;36140451;36140451;36140451;36140602;36140602;36140602;36140763;36140763;36140763;36140941;36140941;36140941;36141108;36141108;36141108;36141307;36141307;36141307;36141601;36141601;36141567;36142236;36142235	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3306	766	694	790	532	1207	1818	305	200	657	120	192	99	70	82	68	37	59	565	307	656	611	561	593	420	330	348
LOC111880738	Lsat_v11_chr7;Lsat_v11_chr7	36179677;36180490	36180359;36181041	+;+	1235	16	8	16	48	18	16	0	8	0	0	0	0	4	0	16	14	2	16	19	0	20	20	14	15	24	27
LOC128127113	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	36267773;36268011;36268252;36269263	36267928;36268164;36268794;36270609	-;-;-;-	2200	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880841	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	36354605;36354605;36354605;36354605;36355384;36355384;36355384;36355384;36355667;36355667;36355667;36355667;36355842;36355842;36355842;36355842;36356003;36356003;36356003;36356003;36356229;36356229;36356229;36356229;36356370;36356370;36356370;36356370;36356528;36356528;36356528;36356531;36356885;36356885;36356885;36356885;36357056;36357056;36357056;36357056;36358387;36358387;36358387;36358387;36358544;36358544;36358544;36358544;36358843;36358843;36358843;36358843;36359007;36359007;36359007;36359007;36359170;36359170;36359170;36359170;36359337;36359337;36359337;36359337;36360443;36360443;36360443;36360443;36360917;36360917;36360917;36360917;36361041;36361200;36361200;36361200;36361200;36361433;36361433;36361433;36361433;36361635;36361635;36361635;36361635;36361925;36361925;36361925;36361925;36362252;36362252;36362252;36362252;36362481;36362481;36362481;36362481	36354974;36354974;36354974;36354974;36355550;36355558;36355558;36355558;36355738;36355738;36355738;36355738;36355910;36355910;36355910;36355910;36356074;36356074;36356074;36356074;36356300;36356300;36356300;36356300;36356441;36356441;36356441;36356441;36356599;36356599;36356599;36356599;36356956;36356956;36356956;36356956;36357127;36357127;36357127;36357127;36358458;36358458;36358458;36358458;36358612;36358612;36358612;36358612;36358911;36358911;36358911;36358911;36359069;36359069;36359069;36359069;36359217;36359217;36359217;36359217;36359380;36359380;36359380;36359380;36360831;36360831;36360831;36360831;36361112;36361112;36360959;36361112;36361112;36361346;36361346;36361346;36361346;36361551;36361551;36361551;36361551;36361845;36361845;36361845;36361845;36362162;36362162;36362162;36362162;36362402;36362402;36362402;36362402;36363176;36363176;36363176;36363176	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3630	32	30	14	324	843	1448	36	22	70	255	55	6	28	25	111	163	148	168	56	289	149	118	16	127	108	75
LOC111880669	Lsat_v11_chr7	36407237	36407722	-	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880840	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	36417183;36417183;36417239;36417904;36417904;36417904;36418204;36418204;36418204;36418389;36418389;36418389;36418555;36418555;36418555;36418753;36418753;36418753;36418903;36418903;36418903;36419069;36419069;36419069;36419376;36419376;36419376;36419545;36419545;36419545;36419697;36419697;36419697;36419867;36419867;36419867;36420071;36420071;36420071;36420239;36420239;36420239;36420423;36420423;36420423;36420565;36420565;36420565;36420718;36420718;36420718;36421303;36421303;36421303;36421593;36421593;36421593;36421831;36421831;36421831;36422033;36422033;36422033;36422327;36422327;36422327;36422650;36422650;36422650;36422895;36422895;36422895;36423411	36417397;36417397;36417397;36418070;36418078;36418078;36418275;36418275;36418275;36418457;36418457;36418457;36418626;36418626;36418626;36418824;36418824;36418824;36418974;36418974;36418974;36419140;36419140;36419140;36419447;36419447;36419447;36419616;36419616;36419616;36419768;36419768;36419768;36419935;36419935;36419935;36420136;36420136;36420136;36420301;36420301;36420301;36420470;36420470;36420470;36420608;36420608;36420608;36421109;36421109;36421109;36421498;36421498;36421498;36421748;36421748;36421748;36421949;36421949;36421949;36422243;36422243;36422243;36422564;36422564;36422564;36422800;36422800;36422800;36423617;36423289;36423617;36423617	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3511	53	30	56	1260	5441	7875	67	55	175	846	132	94	142	50	288	613	484	1348	567	2570	261	324	98	93	51	49
LOC111880818	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	36446377;36446383;36446980;36446980;36447170;36447170;36447960	36446684;36446684;36447090;36447090;36447856;36448309;36448309	+;+;+;+;+;+;+	1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880670	Lsat_v11_chr7;Lsat_v11_chr7	36449219;36449327	36449242;36451591	-;-	2289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880622	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	36452729;36452729;36453520;36453993;36453993;36454175;36454175;36454522;36454522	36453615;36453419;36453615;36454071;36454071;36454247;36454247;36454775;36454775	+;+;+;+;+;+;+;+;+	1293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880671	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	36478137;36478275;36479082;36479264;36479580;36480109;36480328	36478177;36478332;36479178;36479481;36480023;36480236;36481363	+;+;+;+;+;+;+	2022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880793	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	36509123;36509550;36509808;36510082	36509455;36509632;36509922;36510538	+;+;+;+	988	0	0	6	4	6	4	256	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	37	36
LOC111880623	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	36516010;36516495;36516701	36516410;36516609;36517130	-;-;-	946	0	0	0	6	8	16	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	2	0
LOC111880708	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	36518826;36519608;36519756	36519330;36519662;36520066	+;+;+	871	948	716	788	1139	1239	1174	981	842	1001	1287	877	835	682	657	1164	1703	1557	2347	2290	1735	1746	1427	1472	1594	1503	1528
LOC111880709	Lsat_v11_chr7	36520258	36520859	-	602	2	0	0	0	0	6	4151	765	0	0	4	0	0	4	0	4	0	26	88	12	65	126	11	96	8	14
LOC111880683	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	36580646;36581448;36581647;36581850;36582032;36582244;36582420;36582624;36582824;36583015;36583222;36583453	36581314;36581522;36581742;36581935;36582152;36582323;36582482;36582742;36582909;36583136;36583333;36583778	+;+;+;+;+;+;+;+;+;+;+;+	1955	3279	3408	3316	1196	1598	2164	2745	2064	2869	4592	2945	1250	1720	1343	1409	2881	3065	2753	2489	2952	3099	2794	2816	2467	2184	2370
